Sentence	Entities
nhà hàng sẽ mang đến cho bạn món mực chiên giòn với rau sống tươi ngon và sốt mayo, món ăn này là sự kết hợp hoàn hảo cho những ai yêu thích sự mới lạ.	"[{""start"": 52, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 78, ""end"": 82, ""label"": ""NGUYEN_LIEU""}, {""start"": 37, ""end"": 42, ""label"": ""CACH_CHE_BIEN""}, {""start"": 74, ""end"": 77, ""label"": ""CACH_CHE_BIEN""}]"
nếu bạn tìm kiếm món ăn có sự kết hợp giữa truyền thống và hiện đại, hãy thử món thịt bò xào ngồng cải tại quán của chúng tôi.	"[{""start"": 86, ""end"": 88, ""label"": ""NGUYEN_LIEU""}, {""start"": 93, ""end"": 102, ""label"": ""NGUYEN_LIEU""}, {""start"": 81, ""end"": 88, ""label"": ""NGUYEN_LIEU""}, {""start"": 81, ""end"": 85, ""label"": ""NGUYEN_LIEU""}, {""start"": 89, ""end"": 92, ""label"": ""CACH_CHE_BIEN""}, {""start"": 89, ""end"": 91, ""label"": ""CACH_CHE_BIEN""}]"
món cá trê nướng muối ớt tại nhà hàng sẽ làm bạn nhớ mãi, vị ngọt tự nhiên của cá và cay nồng của ớt tạo nên sự kết hợp hoàn hảo.	"[{""start"": 17, ""end"": 21, ""label"": ""NGUYEN_LIEU""}, {""start"": 22, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 11, ""end"": 16, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi giới thiệu món hủ tiếu xào tôm với ngò rí, món ăn này không chỉ đẹp mắt mà còn mang đến hương vị thơm ngon khó quên.	"[{""start"": 37, ""end"": 40, ""label"": ""NGUYEN_LIEU""}, {""start"": 45, ""end"": 48, ""label"": ""NGUYEN_LIEU""}, {""start"": 25, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 36, ""label"": ""CACH_CHE_BIEN""}, {""start"": 33, ""end"": 35, ""label"": ""CACH_CHE_BIEN""}]"
món thịt lợn xào sả với khoai tây chiên tại nhà hàng của chúng tôi sẽ là sự lựa chọn hoàn hảo cho những bữa ăn cuối tuần của bạn.	"[{""start"": 17, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 8, ""label"": ""NGUYEN_LIEU""}, {""start"": 34, ""end"": 39, ""label"": ""CACH_CHE_BIEN""}, {""start"": 13, ""end"": 16, ""label"": ""CACH_CHE_BIEN""}, {""start"": 24, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}, {""start"": 13, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}]"
món cá ngát kho với nước dừa tại quán chúng tôi là sự lựa chọn tuyệt vời cho những ai yêu thích sự nhẹ nhàng, thanh mát trong mỗi bữa ăn.	"[{""start"": 20, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 25, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 100, ""end"": 102, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}]"
nếu bạn là tín đồ của các món xào, đừng bỏ qua món mực xào hành lá tại nhà hàng chúng tôi. vị ngọt của mực kết hợp với hành lá tươi mát sẽ khiến bạn phải lòng.	"[{""start"": 59, ""end"": 66, ""label"": ""NGUYEN_LIEU""}, {""start"": 59, ""end"": 63, ""label"": ""NGUYEN_LIEU""}, {""start"": 51, ""end"": 54, ""label"": ""NGUYEN_LIEU""}, {""start"": 22, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 33, ""label"": ""CACH_CHE_BIEN""}, {""start"": 30, ""end"": 32, ""label"": ""CACH_CHE_BIEN""}]"
quán của chúng tôi phục vụ món thịt heo quay ăn kèm với rau củ xào tươi, một món ăn đầy đủ dinh dưỡng và rất thích hợp cho bữa tối gia đình.	"[{""start"": 56, ""end"": 62, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 35, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 66, ""label"": ""CACH_CHE_BIEN""}, {""start"": 40, ""end"": 44, ""label"": ""CACH_CHE_BIEN""}, {""start"": 63, ""end"": 65, ""label"": ""CACH_CHE_BIEN""}]"
hãy đến ngay nhà hàng của chúng tôi để thưởng thức món bít tết thịt bò nướng, ăn kèm với khoai tây chiên và rau xanh, chắc chắn sẽ làm bạn hài lòng.	"[{""start"": 68, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 89, ""end"": 98, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 68, ""end"": 76, ""label"": ""NGUYEN_LIEU""}, {""start"": 108, ""end"": 116, ""label"": ""NGUYEN_LIEU""}, {""start"": 89, ""end"": 92, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 67, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 76, ""label"": ""NGUYEN_LIEU""}, {""start"": 55, ""end"": 76, ""label"": ""NGUYEN_LIEU""}, {""start"": 99, ""end"": 104, ""label"": ""CACH_CHE_BIEN""}, {""start"": 71, ""end"": 76, ""label"": ""CACH_CHE_BIEN""}, {""start"": 89, ""end"": 92, ""label"": ""CACH_CHE_BIEN""}]"
khám phá món cá hồi nướng tại quán, vị béo ngậy của cá hòa quyện với gia vị đặc biệt chắc chắn sẽ khiến bạn ấn tượng.	"[{""start"": 13, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 25, ""label"": ""CACH_CHE_BIEN""}]"
món tôm chiên giòn ăn kèm với rau sống tươi và chanh tươi là một lựa chọn tuyệt vời cho bữa ăn nhẹ nhàng mà đầy đủ dưỡng chất.	"[{""start"": 47, ""end"": 52, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 96, ""end"": 98, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}]"
thực khách đến với nhà hàng của chúng tôi sẽ được thưởng thức món sườn bò sốt vang, ăn kèm với cơm nóng sẽ tạo nên một bữa ăn trọn vẹn.	"[{""start"": 71, ""end"": 73, ""label"": ""NGUYEN_LIEU""}, {""start"": 95, ""end"": 98, ""label"": ""NGUYEN_LIEU""}, {""start"": 66, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 66, ""end"": 73, ""label"": ""NGUYEN_LIEU""}, {""start"": 74, ""end"": 77, ""label"": ""CACH_CHE_BIEN""}]"
đến với nhà hàng của chúng tôi để thưởng thức món thịt heo ba rọi nướng mật ong, ăn kèm với rau sống và cơm trắng, một món ăn vô cùng hấp dẫn.	"[{""start"": 72, ""end"": 79, ""label"": ""NGUYEN_LIEU""}, {""start"": 92, ""end"": 100, ""label"": ""NGUYEN_LIEU""}, {""start"": 50, ""end"": 58, ""label"": ""NGUYEN_LIEU""}, {""start"": 50, ""end"": 65, ""label"": ""NGUYEN_LIEU""}, {""start"": 104, ""end"": 107, ""label"": ""NGUYEN_LIEU""}, {""start"": 50, ""end"": 54, ""label"": ""NGUYEN_LIEU""}, {""start"": 134, ""end"": 137, ""label"": ""CACH_CHE_BIEN""}, {""start"": 66, ""end"": 71, ""label"": ""CACH_CHE_BIEN""}]"
món bún bò xào tỏi tại nhà hàng rất thích hợp cho những ai yêu thích sự kết hợp giữa hương vị ngọt ngào của thịt và gia vị thơm lừng của tỏi.	"[{""start"": 100, ""end"": 102, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 108, ""end"": 112, ""label"": ""NGUYEN_LIEU""}, {""start"": 11, ""end"": 14, ""label"": ""CACH_CHE_BIEN""}, {""start"": 11, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi mang đến cho bạn món đậu hũ chiên giòn ăn kèm với rau củ tươi, món ăn này không chỉ ngon mà còn rất bổ dưỡng.	"[{""start"": 60, ""end"": 66, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 43, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 43, ""label"": ""CACH_CHE_BIEN""}]"
món phở xào bò tại quán là sự lựa chọn lý tưởng cho những tín đồ của món phở nhưng lại muốn thử một chút mới lạ với hương vị xào thơm lừng.	"[{""start"": 12, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 11, ""label"": ""CACH_CHE_BIEN""}, {""start"": 8, ""end"": 10, ""label"": ""CACH_CHE_BIEN""}]"
lẩu thái chua cay với nước lèo đậm đà, ăn kèm với tôm, thịt bò và các loại rau xanh tươi mát là lựa chọn hoàn hảo cho những ngày mưa.	"[{""start"": 125, ""end"": 127, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 60, ""end"": 62, ""label"": ""NGUYEN_LIEU""}, {""start"": 50, ""end"": 53, ""label"": ""NGUYEN_LIEU""}, {""start"": 22, ""end"": 26, ""label"": ""NGUYEN_LIEU""}, {""start"": 55, ""end"": 62, ""label"": ""NGUYEN_LIEU""}, {""start"": 66, ""end"": 68, ""label"": ""NGUYEN_LIEU""}, {""start"": 75, ""end"": 83, ""label"": ""NGUYEN_LIEU""}, {""start"": 55, ""end"": 59, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi giới thiệu đến bạn món lẩu cá kèo đặc trưng, nước lẩu thanh mát, chua chua ngọt ngọt, ăn cùng rau nhút tươi ngon.	"[{""start"": 33, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 55, ""end"": 59, ""label"": ""NGUYEN_LIEU""}, {""start"": 37, ""end"": 43, ""label"": ""NGUYEN_LIEU""}, {""start"": 104, ""end"": 112, ""label"": ""NGUYEN_LIEU""}, {""start"": 37, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 36, ""label"": ""CACH_CHE_BIEN""}]"
lẩu hải sản tươi ngon với tôm, mực, ngao, cá và nước dùng đậm đà, kèm theo rau muống và nấm kim châm, sẽ làm bữa ăn của bạn thêm phần hấp dẫn.	"[{""start"": 8, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 88, ""end"": 91, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 75, ""end"": 84, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 29, ""label"": ""NGUYEN_LIEU""}, {""start"": 88, ""end"": 100, ""label"": ""NGUYEN_LIEU""}, {""start"": 48, ""end"": 52, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 34, ""label"": ""NGUYEN_LIEU""}, {""start"": 42, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 134, ""end"": 137, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
hãy đến với nhà hàng của chúng tôi và thưởng thức món lẩu nấm đa dạng với các loại nấm tươi ngon, phù hợp cho những ai yêu thích món ăn thanh đạm.	"[{""start"": 58, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 57, ""label"": ""NGUYEN_LIEU""}, {""start"": 74, ""end"": 76, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 57, ""label"": ""CACH_CHE_BIEN""}]"
lẩu thả kiểu miền tây, với nước lẩu ngọt ngào từ xương và hải sản tươi ngon, sẽ mang đến cho bạn những trải nghiệm ẩm thực không thể nào quên.	"[{""start"": 42, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 62, ""end"": 64, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
món lẩu bò nhúng dấm tại nhà hàng có nước lẩu chua nhẹ, thịt bò mềm ngọt, ăn kèm với các loại rau tươi và bún tươi sẽ khiến bạn phải quay lại.	"[{""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 52, ""end"": 54, ""label"": ""NGUYEN_LIEU""}, {""start"": 37, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 56, ""end"": 63, ""label"": ""NGUYEN_LIEU""}, {""start"": 85, ""end"": 87, ""label"": ""NGUYEN_LIEU""}, {""start"": 106, ""end"": 109, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 56, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""CACH_CHE_BIEN""}, {""start"": 133, ""end"": 137, ""label"": ""CACH_CHE_BIEN""}]"
lẩu mắm miền tây thơm nồng, với các loại cá tươi và rau củ địa phương, chắc chắn sẽ làm bạn hài lòng với sự phong phú trong từng hương vị.	"[{""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 52, ""end"": 58, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 34, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
tại quán chúng tôi, món lẩu hải sản với các loại cá tươi, tôm, mực và nước lẩu đậm đà là lựa chọn tuyệt vời cho bữa ăn sum vầy cùng gia đình.	"[{""start"": 32, ""end"": 34, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 58, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 70, ""end"": 74, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 66, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}]"
nếu bạn yêu thích hương vị cay nồng, hãy thử món lẩu kim chi với thịt ba chỉ và các loại nấm, nước lẩu sẽ kích thích vị giác ngay từ miếng đầu tiên.	"[{""start"": 89, ""end"": 92, ""label"": ""NGUYEN_LIEU""}, {""start"": 53, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 49, ""end"": 52, ""label"": ""NGUYEN_LIEU""}, {""start"": 65, ""end"": 76, ""label"": ""NGUYEN_LIEU""}, {""start"": 94, ""end"": 98, ""label"": ""NGUYEN_LIEU""}, {""start"": 80, ""end"": 82, ""label"": ""NGUYEN_LIEU""}, {""start"": 65, ""end"": 69, ""label"": ""NGUYEN_LIEU""}, {""start"": 120, ""end"": 123, ""label"": ""NGUYEN_LIEU""}, {""start"": 49, ""end"": 52, ""label"": ""CACH_CHE_BIEN""}]"
lẩu cua biển tươi ngon, với nước dùng ngọt từ cua, ăn kèm với bún, rau sống tươi và gia vị đặc biệt sẽ là một bữa ăn đậm đà hương vị biển cả.	"[{""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 67, ""end"": 75, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 62, ""end"": 65, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 12, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
hãy đến thưởng thức món tôm hùm nướng bơ tỏi tại nhà hàng, với vị ngọt tự nhiên của tôm kết hợp với hương bơ thơm lừng, không thể bỏ qua.	"[{""start"": 41, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 40, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 37, ""label"": ""CACH_CHE_BIEN""}]"
cửa hàng chúng tôi mang đến món cá hồi tươi sống, chế biến thành sashimi hoặc nướng than hồng, hứa hẹn sẽ đem lại trải nghiệm tuyệt vời cho tín đồ hải sản.	"[{""start"": 151, ""end"": 153, ""label"": ""NGUYEN_LIEU""}, {""start"": 60, ""end"": 64, ""label"": ""NGUYEN_LIEU""}, {""start"": 99, ""end"": 101, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 34, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 35, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 78, ""end"": 83, ""label"": ""CACH_CHE_BIEN""}, {""start"": 78, ""end"": 88, ""label"": ""CACH_CHE_BIEN""}]"
mực nướng muối ớt tại quán của chúng tôi được chế biến từ những con mực tươi ngon, nướng đều và giữ trọn hương vị biển cả.	"[{""start"": 10, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 17, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 68, ""end"": 76, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}]"
nhà hàng chúng tôi cung cấp món hàu sữa nướng phô mai béo ngậy, hương vị thơm lừng sẽ khiến bạn không thể từ chối thêm một miếng.	"[{""start"": 46, ""end"": 53, ""label"": ""NGUYEN_LIEU""}, {""start"": 36, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 45, ""label"": ""CACH_CHE_BIEN""}]"
với các loại cá tươi, mực, tôm, sò, chúng tôi phục vụ các món hải sản nướng đặc biệt, giúp bạn cảm nhận trọn vẹn vị ngọt tự nhiên của biển cả.	"[{""start"": 66, ""end"": 68, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 30, ""label"": ""NGUYEN_LIEU""}, {""start"": 22, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 70, ""end"": 75, ""label"": ""CACH_CHE_BIEN""}]"
món lẩu hải sản tươi sống tại nhà hàng với tôm, mực, ngao, sò và nước dùng đậm đà, là món ăn lý tưởng cho những ai yêu thích hương vị biển.	"[{""start"": 12, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 43, ""end"": 46, ""label"": ""NGUYEN_LIEU""}, {""start"": 65, ""end"": 69, ""label"": ""NGUYEN_LIEU""}, {""start"": 48, ""end"": 51, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi mang đến cho bạn món cá ngừ đại dương tươi sống, thái lát mỏng và ăn kèm với gia vị đặc biệt tạo nên sự kết hợp hoàn hảo trong mỗi miếng ăn.	"[{""start"": 31, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 37, ""label"": ""NGUYEN_LIEU""}]"
hải sản tươi sống của chúng tôi luôn được tuyển chọn kỹ lưỡng, với món sò điệp nướng mỡ hành và tôm sú nướng, đảm bảo chất lượng và hương vị tuyệt vời.	"[{""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 88, ""end"": 92, ""label"": ""NGUYEN_LIEU""}, {""start"": 85, ""end"": 92, ""label"": ""NGUYEN_LIEU""}, {""start"": 96, ""end"": 99, ""label"": ""NGUYEN_LIEU""}, {""start"": 71, ""end"": 78, ""label"": ""NGUYEN_LIEU""}, {""start"": 79, ""end"": 84, ""label"": ""CACH_CHE_BIEN""}]"
bữa tiệc hải sản tại nhà hàng của chúng tôi sẽ mang đến cho bạn trải nghiệm tuyệt vời với tôm hùm, cá hồi, mực và các loại hải sản tươi sống khác.	"[{""start"": 13, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 90, ""end"": 93, ""label"": ""NGUYEN_LIEU""}, {""start"": 90, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 107, ""end"": 110, ""label"": ""NGUYEN_LIEU""}, {""start"": 99, ""end"": 101, ""label"": ""NGUYEN_LIEU""}, {""start"": 99, ""end"": 105, ""label"": ""NGUYEN_LIEU""}, {""start"": 102, ""end"": 105, ""label"": ""NGUYEN_LIEU""}]"
món ốc hương nướng mỡ hành tại quán của chúng tôi sẽ khiến bạn mê mẩn ngay từ miếng đầu tiên, ốc ngọt, đậm đà với lớp mỡ hành thơm ngon.	"[{""start"": 22, ""end"": 26, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 26, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 18, ""label"": ""CACH_CHE_BIEN""}]"
với món gỏi cá trê tươi ngon, ăn kèm với rau thơm và gia vị đặc trưng, bạn sẽ được trải nghiệm sự kết hợp tuyệt vời giữa vị cá ngọt và gia vị cay nồng.	"[{""start"": 12, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 41, ""end"": 49, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 11, ""label"": ""CACH_CHE_BIEN""}]"
đừng bỏ qua món tôm hùm rang muối đặc biệt tại nhà hàng chúng tôi, vị ngọt của tôm kết hợp hoàn hảo với gia vị rang muối, tạo nên một món ăn đậm đà.	"[{""start"": 29, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 28, ""label"": ""CACH_CHE_BIEN""}]"
cửa hàng hải sản của chúng tôi cung cấp tôm sú tươi sống, chế biến thành món tôm sú hấp gừng tỏi, thơm ngon và bổ dưỡng cho cả gia đình.	"[{""start"": 93, ""end"": 96, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 88, ""end"": 92, ""label"": ""NGUYEN_LIEU""}, {""start"": 68, ""end"": 72, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 43, ""label"": ""NGUYEN_LIEU""}, {""start"": 84, ""end"": 87, ""label"": ""CACH_CHE_BIEN""}]"
hải sản nướng tại quán của chúng tôi gồm tôm, sò, mực, tất cả đều tươi ngon và được chế biến với gia vị đặc biệt, mang đến cho bạn một bữa ăn đậm đà hương vị biển.	"[{""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 41, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 50, ""end"": 53, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 13, ""label"": ""CACH_CHE_BIEN""}]"
món cá diêu hồng hấp xì dầu tại quán không chỉ thơm ngon mà còn rất bổ dưỡng, thịt cá tươi và ngọt kết hợp với nước xì dầu đậm đà.	"[{""start"": 21, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 111, ""end"": 115, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 6, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 78, ""end"": 82, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 20, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi phục vụ món ốc biển luộc tỏi ớt, với ốc tươi ngon kết hợp với nước tỏi ớt đậm đà, đảm bảo sẽ khiến bạn không thể dừng lại sau mỗi miếng.	"[{""start"": 35, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 72, ""end"": 76, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 34, ""label"": ""CACH_CHE_BIEN""}]"
mực hấp tươi ngon tại nhà hàng sẽ mang đến cho bạn một hương vị ngọt ngào, ăn kèm với rau sống và chấm nước mắm tỏi ớt tạo nên một món ăn hoàn hảo.	"[{""start"": 70, ""end"": 72, ""label"": ""NGUYEN_LIEU""}, {""start"": 112, ""end"": 115, ""label"": ""NGUYEN_LIEU""}, {""start"": 103, ""end"": 111, ""label"": ""NGUYEN_LIEU""}, {""start"": 116, ""end"": 118, ""label"": ""NGUYEN_LIEU""}, {""start"": 108, ""end"": 111, ""label"": ""NGUYEN_LIEU""}, {""start"": 86, ""end"": 94, ""label"": ""NGUYEN_LIEU""}, {""start"": 103, ""end"": 107, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 108, ""end"": 115, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""CACH_CHE_BIEN""}]"
lẩu hải sản tại nhà hàng với các loại tôm, mực, sò, ngao tươi ngon kết hợp với nước dùng đậm đà, chắc chắn sẽ làm hài lòng tất cả thực khách.	"[{""start"": 8, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 79, ""end"": 83, ""label"": ""NGUYEN_LIEU""}, {""start"": 43, ""end"": 46, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 3, ""label"": ""CACH_CHE_BIEN""}]"
